ts_loc,ts_exch,ap0,as0,ap1,as1,ap2,as2,ap3,as3,ap4,as4,bp0,bs0,bp1,bs1,bp2,bs2,bp3,bs3,bp4,bs4,lt_px,lt_sz,lt_side
1763567347.632816,1763567348009,90327.1,0.35883291,90327.3,0.23974577,90327.4,0.017,90327.6,0.1,90328.0,0.0126,90327.0,0.00431207,90326.9,0.00079985,90326.7,0.00079978,90326.5,0.00079969,90326.3,0.00079963,90327.1,0.00079988,-1
1763567347.734972,1763567348109,90327.0,0.38748851,90327.1,0.27462147,90327.3,0.1,90327.4,0.017,90327.6,0.1,90326.9,0.0008219,90326.7,0.00079978,90326.5,0.00079969,90326.3,0.00079963,90326.1,0.00079988,90327.0,2.205e-05,-1
1763567347.834395,1763567348209,90327.0,0.51754319,90327.1,0.27462147,90327.3,0.1,90327.4,0.017,90327.6,0.1,90326.9,0.00081877,90326.7,0.00079978,90326.5,0.00079969,90326.3,0.00079963,90326.1,0.00079988,90327.0,2.205e-05,-1
1763567347.934946,1763567348309,90326.1,0.27625919,90327.0,0.1011036,90328.0,0.0126,90328.8,0.001,90329.3,1e-05,90326.0,0.27387741,90325.9,0.00079983,90325.7,0.00079978,90325.5,0.00079979,90325.4,0.00079969,90326.1,0.00079988,-1
1763567348.033064,1763567348409,90326.1,0.26660804,90327.0,0.03005468,90328.0,0.0126,90328.8,0.001,90329.0,0.0126,90326.0,0.20267518,90325.9,0.00079983,90325.7,0.00079978,90325.5,0.00079979,90325.4,0.00079969,90326.1,0.00079988,-1
1763567348.1334012,1763567348509,90326.1,0.2688515,90327.0,0.03005468,90328.0,0.0126,90328.8,0.001,90329.0,0.0126,90326.0,0.10467518,90325.9,0.00079983,90325.7,0.00079978,90325.5,0.00079979,90325.4,0.00079969,90326.1,0.00568899,1
1763567348.233296,1763567348609,90326.1,0.2688515,90327.0,0.03005468,90328.0,0.0126,90328.8,0.001,90329.0,0.0126,90326.0,0.14374177,90325.9,0.00079983,90325.7,0.00079978,90325.5,0.00079979,90325.4,0.00079969,90326.1,0.00568899,1
1763567348.333021,1763567348709,90326.1,0.18330821,90326.9,0.01273242,90327.0,0.03005468,90328.0,0.0126,90328.8,0.001,90326.0,0.21404177,90325.9,0.00079983,90325.7,0.00079978,90325.5,0.00079979,90325.4,0.00079969,90326.1,0.00568899,1
1763567348.434325,1763567348809,90326.1,0.16864206,90326.9,0.01273242,90327.0,0.03005468,90328.0,0.0126,90328.8,0.001,90326.0,0.14503922,90325.9,0.00079983,90325.7,0.00079978,90325.5,0.00079979,90325.4,0.00079969,90326.1,0.00568899,1
1763567348.534382,1763567348909,90326.1,0.16862766,90326.9,0.01273242,90327.0,0.03005468,90328.0,0.0126,90328.8,0.001,90326.0,0.21533922,90325.9,0.00079983,90325.7,0.00079978,90325.5,0.00079979,90325.4,0.00079969,90326.1,0.00568899,1
1763567348.6329741,1763567349009,90326.1,0.16071827,90326.9,0.01273242,90327.0,0.03005468,90328.0,0.0126,90328.8,0.001,90326.0,0.21533922,90325.9,0.00079983,90325.7,0.00079978,90325.5,0.00079979,90325.4,0.00079969,90326.1,0.00568899,1
1763567348.933943,1763567349309,90328.8,0.001,90329.3,1e-05,90331.5,0.01157471,90332.3,0.001,90333.3,0.0008961,90328.7,0.85887971,90328.0,0.0126,90326.8,0.03491453,90326.1,0.2016926,90326.0,0.15298072,90326.1,0.00264491,1
1763567349.03337,1763567349409,90331.5,0.0152,90332.0,0.0126,90333.0,0.0126,90333.3,0.0008961,90334.0,0.01261,90331.4,0.64882057,90331.0,0.2666169,90330.9,0.1,90329.5,0.0001625,90329.4,0.10022142,90331.5,0.01165266,1
1763567349.134485,1763567349509,90334.7,0.00087773,90334.9,0.00079985,90335.1,0.00079988,90335.3,0.00079991,90335.5,0.00079971,90334.6,0.49052519,90334.4,0.1,90334.2,0.28978962,90334.0,0.06279,90333.2,0.1,90334.5,0.00079969,1
1763567349.23354,1763567349609,90334.7,0.00085913,90334.9,0.00079985,90335.1,0.00079988,90335.3,0.00079991,90335.5,0.00079971,90334.6,0.58012224,90334.4,0.1,90334.3,0.12186906,90334.2,0.03906306,90334.0,0.06279,90334.6,0.01114,-1
1763567349.333042,1763567349709,90337.7,0.00079993,90337.9,0.00080009,90338.1,0.00080016,90338.3,0.00080021,90338.5,0.00080021,90337.6,0.41265373,90337.5,0.47738031,90337.4,0.07682326,90337.2,0.1,90337.0,0.0126,90337.5,4.74e-06,1
1763567349.433996,1763567349809,90338.9,0.0008004,90339.1,0.00080057,90339.3,0.00080022,90339.5,0.00080022,90339.7,0.00080011,90338.8,0.05522,90338.6,0.75268364,90338.5,0.14185785,90338.4,0.58595053,90338.3,0.00109655,90338.7,0.00080034,1
1763567349.534786,1763567349909,90350.7,0.00079978,90350.9,0.00079985,90351.1,0.00079988,90351.3,0.00079991,90351.5,0.00079971,90350.6,0.29205156,90350.0,0.16733168,90349.8,0.06733168,90349.1,0.13068372,90349.0,0.03490596,90350.5,0.00120146,1
1763567349.6432362,1763567350009,90353.1,0.00087638,90353.2,7.7e-05,90353.3,0.00087632,90353.4,7.7e-05,90353.5,0.00087702,90353.0,0.4036253,90352.8,1e-05,90352.5,0.03810285,90352.4,0.20010124,90351.4,0.00886,90353.0,7.7e-05,1
1763567349.737432,1763567350109,90354.3,0.00087721,90354.4,7.7e-05,90354.5,0.00087721,90354.6,7.7e-05,90354.7,0.00087734,90354.2,0.48437587,90354.1,0.05908306,90354.0,0.0126,90353.3,0.0390548,90353.1,0.03490438,90354.2,7.7e-05,1
1763567349.834597,1763567350209,90354.5,0.00087721,90354.6,7.7e-05,90354.7,0.00087734,90354.8,7.7e-05,90354.9,0.0008774,90354.4,0.54356954,90354.3,0.09385326,90354.0,0.0126,90353.4,0.00059377,90353.3,0.0390548,90354.4,7.7e-05,1
1763567349.9346402,1763567350309,90354.5,0.01054344,90354.6,7.7e-05,90354.7,0.00087734,90354.8,7.7e-05,90354.9,0.0008774,90354.4,0.49866954,90354.3,0.06399865,90354.0,0.0126,90353.3,0.0390548,90352.8,1e-05,90354.5,0.00553377,1
1763567350.03296,1763567350409,90354.5,0.13613788,90354.6,7.7e-05,90354.7,0.00087734,90354.8,7.7e-05,90354.9,0.0008774,90354.4,0.26950785,90354.3,0.03533588,90354.0,0.0126,90353.3,0.0390548,90352.8,1e-05,90354.5,0.00553377,1
1763567350.135317,1763567350509,90354.5,0.23613788,90354.6,7.7e-05,90354.7,0.00087734,90354.8,7.7e-05,90354.9,0.0008774,90354.4,0.15098939,90354.3,0.03533588,90354.0,0.0126,90353.3,0.0390548,90353.0,0.0126,90354.5,0.00553377,1
1763567350.23554,1763567350609,90354.5,0.12854344,90354.6,7.7e-05,90354.7,0.00087734,90354.8,7.7e-05,90354.9,0.0008774,90354.4,0.22136639,90354.3,0.03548988,90354.2,7.7e-05,90354.1,7.7e-05,90354.0,0.012677,90354.5,0.00553377,1
1763567350.3355699,1763567350709,90357.5,0.00088679,90357.6,7.7e-05,90357.7,0.00087678,90357.8,7.7e-05,90357.9,0.00087683,90357.4,0.6097604,90357.3,0.7139825,90357.1,0.00087513,90357.0,0.0126,90356.9,0.1,90357.4,0.00087669,1
1763567350.4345322,1763567350809,90359.7,0.00087679,90359.8,7.7e-05,90359.9,0.0008764,90360.0,0.00039301,90360.1,0.00087661,90359.6,0.64863472,90359.5,0.14621214,90359.4,0.1,90359.2,0.13533394,90359.0,0.14793404,90359.6,7.7e-05,1
1763567350.5324092,1763567350909,90359.7,0.00727679,90359.8,7.7e-05,90359.9,0.0008764,90360.0,0.01299301,90360.1,0.00087661,90359.6,0.49675959,90359.5,0.03690893,90359.2,0.03533394,90359.0,0.04793404,90358.1,0.1,90359.6,7.7e-05,1
1763567350.634293,1763567351009,90359.7,0.00087679,90359.8,7.7e-05,90359.9,0.0008764,90360.0,0.00039301,90360.1,0.00087661,90359.6,0.60506259,90359.5,0.03690893,90359.2,0.03533394,90359.0,0.04793404,90358.1,0.1,90359.6,7.7e-05,1
1763567350.73283,1763567351109,90359.7,0.00087679,90359.8,7.7e-05,90359.9,0.0008764,90360.0,0.00039301,90360.1,0.00087661,90359.6,0.60636004,90359.5,0.16899856,90359.2,0.03533394,90359.0,0.04793404,90358.2,0.00068932,90359.6,7.7e-05,1
1763567350.835121,1763567351209,90359.7,0.00087679,90359.8,7.7e-05,90359.9,0.0008764,90360.0,0.00039301,90360.1,0.00087661,90359.6,0.60636004,90359.5,0.16899856,90359.2,0.03533394,90359.0,0.04793404,90358.3,0.00070833,90359.6,7.7e-05,1
1763567350.934817,1763567351309,90359.7,0.10527679,90359.8,7.7e-05,90359.9,0.0008764,90360.0,0.01299301,90360.1,0.00087661,90359.6,0.50008188,90359.5,0.06899856,90359.2,0.03533394,90359.0,0.04793404,90358.1,0.1,90359.6,7.7e-05,1
1763567351.0341408,1763567351409,90359.7,0.00727679,90359.8,7.7e-05,90359.9,0.0008764,90360.0,0.01299301,90360.1,0.00087661,90359.6,0.51706038,90359.5,0.06899856,90359.2,0.03533394,90359.0,0.04793404,90358.0,0.0126,90359.6,7.7e-05,1
1763567351.1337101,1763567351509,90359.7,0.00725577,90359.8,7.7e-05,90359.9,0.0008764,90360.0,0.01299301,90360.1,0.00087661,90359.6,0.43812767,90359.5,0.000154,90359.4,7.7e-05,90359.3,7.7e-05,90359.2,0.03541094,90359.7,2.102e-05,1
1763567351.2344031,1763567351609,90359.7,0.10525577,90359.8,7.7e-05,90359.9,0.0008764,90360.0,0.01299301,90360.1,0.00087661,90359.6,0.43812767,90359.5,0.000154,90359.4,7.7e-05,90359.3,7.7e-05,90359.2,0.03541094,90359.7,2.102e-05,1
1763567351.333143,1763567351709,90359.7,0.28430527,90359.8,7.7e-05,90359.9,0.0008764,90360.0,0.01299301,90360.1,0.00087661,90359.6,0.04886986,90359.5,0.000154,90359.4,7.7e-05,90359.3,7.7e-05,90359.2,7.7e-05,90359.7,2.102e-05,1
1763567351.434954,1763567351809,90359.7,0.2842823,90359.8,7.7e-05,90359.9,0.08211835,90360.0,0.11299301,90360.1,0.00087661,90359.6,0.04886986,90359.5,0.000154,90359.4,7.7e-05,90359.3,7.7e-05,90359.2,7.7e-05,90359.7,2.102e-05,1
1763567351.5338209,1763567351909,90357.5,0.65799172,90357.6,0.2192,90358.0,0.0296,90358.3,0.50361876,90359.0,0.0126,90357.4,0.001077,90357.3,7.7e-05,90357.2,7.7e-05,90357.1,0.00097291,90357.0,7.7e-05,90357.5,7.7e-05,-1
1763567351.6350121,1763567352009,90354.4,0.31489458,90354.5,0.00263632,90354.9,0.3548159,90355.0,1.18062151,90355.1,0.1213236,90354.3,0.000154,90354.2,7.7e-05,90354.1,7.7e-05,90354.0,7.7e-05,90353.9,7.7e-05,90354.4,7.7e-05,-1
1763567351.734179,1763567352109,90351.6,0.08370411,90352.0,0.0126,90352.4,0.17884319,90352.8,1e-05,90353.0,0.0126,90351.5,0.2599291,90351.3,0.00079991,90351.1,0.00079988,90351.0,0.0126,90350.9,0.00079985,90351.7,7.7e-05,-1
1763567351.832997,1763567352209,90351.6,0.08700081,90352.0,0.0126,90352.4,0.01091605,90352.8,1e-05,90352.9,0.01577408,90351.5,0.14321323,90351.3,0.00079991,90351.1,0.00079988,90351.0,0.0126,90350.9,0.00079985,90351.5,0.04641587,-1
1763567351.9333608,1763567352309,90350.1,0.20072952,90350.2,0.00263371,90350.6,0.113,90351.0,0.1256,90351.2,0.26941112,90350.0,0.02759345,90349.9,0.00079983,90349.7,0.00079978,90349.5,0.00079979,90349.4,0.00079969,90350.1,0.00079988,-1
1763567352.034441,1763567352409,90343.8,0.47139016,90343.9,0.1,90344.0,0.0126,90344.1,0.00221475,90344.5,0.01886,90343.7,0.00087679,90343.6,7.7e-05,90343.5,0.00087671,90343.4,7.7e-05,90343.3,0.00087691,90343.8,0.001077,-1
1763567352.137253,1763567352509,90324.7,0.19131461,90325.9,0.04261335,90326.3,0.00221519,90328.0,0.00885997,90328.2,0.00887845,90324.6,0.03860883,90320.9,0.00079957,90320.8,8.44e-05,90320.7,0.00079952,90320.5,0.00079943,90321.1,0.00079938,-1
1763567352.2352839,1763567352609,90321.0,0.09376309,90321.1,0.27838489,90322.7,0.00080034,90322.9,0.0008004,90323.1,0.00080057,90320.0,0.0213348,90319.9,0.03669381,90316.2,0.001,90315.2,1e-05,90314.5,0.00041625,90320.0,1.108e-05,-1
1763567352.333492,1763567352709,90320.1,0.1534118,90320.8,0.01557777,90320.9,0.041046,90321.1,0.01745679,90322.7,0.00080034,90320.0,0.14133673,90319.9,1e-05,90319.2,0.03682673,90318.3,0.03816259,90316.2,0.001,90320.1,0.0002,1
1763567352.439467,1763567352809,90320.1,0.08411096,90321.1,0.01745679,90322.7,0.00080034,90322.9,0.0008004,90323.1,0.00080057,90320.0,0.08363673,90319.9,1e-05,90319.2,0.03682673,90318.3,0.03816259,90316.2,0.001,90320.1,0.0002,1
1763567352.533244,1763567352909,90320.1,0.06979397,90321.0,0.01740191,90322.7,0.00080034,90322.9,0.0008004,90323.1,0.00080057,90320.0,0.16279673,90319.9,1e-05,90319.2,0.03682673,90318.3,0.03816259,90316.2,0.001,90320.1,2e-05,1
1763567352.63265,1763567353009,90320.1,0.01531278,90322.0,0.0126,90322.7,0.00080034,90322.9,0.0008004,90323.0,0.0126,90320.0,0.16885573,90319.9,1e-05,90319.2,0.03682673,90318.3,0.03816259,90316.2,0.07503395,90320.1,2e-05,1
1763567352.733175,1763567353109,90320.1,0.10959812,90321.0,0.0126,90322.0,0.0126,90322.7,0.00080034,90322.8,0.00863462,90320.0,0.16884484,90319.9,1e-05,90319.2,0.03682673,90318.3,0.03816259,90316.3,0.13181744,90320.1,2e-05,1
1763567352.834961,1763567353209,90320.1,0.10959812,90321.0,0.0126,90322.0,0.0126,90322.6,0.00857622,90322.7,0.00080034,90320.0,0.16884484,90319.9,1e-05,90319.2,0.03682673,90318.3,0.03816259,90316.3,0.13181744,90320.1,2e-05,1
1763567352.9330392,1763567353309,90320.1,0.03929812,90321.0,0.0126,90322.0,0.0126,90322.7,0.00080034,90322.9,0.0008004,90320.0,0.16884484,90319.9,1e-05,90319.2,0.03682673,90318.3,0.03816259,90316.3,0.13181744,90320.1,2e-05,1
1763567353.033302,1763567353409,90320.1,0.001,90322.7,0.00080034,90322.9,0.0008004,90323.0,0.0126,90323.1,0.00080057,90320.0,0.26884484,90319.9,1e-05,90319.2,0.13682673,90316.4,0.03452131,90316.3,0.13181744,90320.1,2e-05,1
1763567353.1329112,1763567353509,90320.1,0.001,90322.7,0.00080034,90322.9,0.0008004,90323.0,0.0126,90323.1,0.00080057,90320.0,0.1012731,90319.9,1e-05,90319.2,0.13682673,90316.6,0.0335883,90316.5,0.30194204,90320.0,0.16757174,-1
1763567353.2334101,1763567353609,90322.7,0.00080034,90322.9,0.0008004,90323.0,0.0126,90323.1,0.00080057,90323.3,0.00080022,90322.6,0.32804411,90322.0,0.14369196,90321.9,0.29024929,90321.0,0.0126,90320.6,0.05597981,90322.0,0.00010859,1
1763567353.332973,1763567353709,90322.7,0.00166494,90322.9,0.0008004,90323.1,0.00080057,90323.3,0.00080022,90323.5,0.00080022,90322.6,0.49441847,90322.3,0.18247861,90322.2,0.15224696,90322.1,0.15597885,90322.0,0.1126,90322.0,0.00010859,1
1763567353.437671,1763567353809,90322.7,0.00166494,90322.9,0.0008004,90323.1,0.00080057,90323.3,0.00080022,90323.5,0.00080022,90322.6,0.49397998,90322.5,0.28247861,90322.4,0.1,90322.3,0.1,90322.2,0.1,90322.6,0.00043849,-1
1763567353.537365,1763567353909,90328.0,0.01267795,90329.0,0.0126,90329.3,1e-05,90330.0,0.0126,90330.1,0.001,90327.9,0.29920882,90327.7,0.21638999,90327.6,0.1,90327.3,0.00079991,90327.1,0.00079988,90335.3,0.00931673,1
1763567353.635624,1763567354009,90328.0,0.01907795,90329.0,0.0126,90329.3,1e-05,90330.0,0.0126,90330.1,0.001,90327.9,0.29920882,90327.8,0.07799272,90327.7,0.0559754,90327.6,0.1,90327.3,0.00079991,90335.3,0.00931673,1
1763567353.734742,1763567354109,90330.1,0.07137795,90332.0,0.0126,90333.0,0.0126,90333.8,0.00350926,90334.0,0.01261,90330.0,0.36243186,90329.3,0.14264975,90329.0,0.0126,90328.3,0.05597502,90327.7,0.0559754,90328.0,7.795e-05,1
1763567353.8332071,1763567354209,90330.1,0.07137795,90332.0,0.0126,90333.0,0.0126,90334.0,0.01261,90334.5,0.01028254,90330.0,0.35743186,90329.3,0.05309975,90329.0,0.0126,90328.3,0.05597502,90327.7,0.0559754,90330.0,0.005,-1
1763567353.933328,1763567354309,90330.1,0.00747795,90332.0,0.0126,90332.6,0.00379716,90332.8,0.00363818,90333.0,0.0126,90330.0,0.35743186,90329.3,0.03639109,90329.0,0.0126,90328.3,0.05597502,90327.7,0.0559754,90330.0,0.005,-1
1763567354.033901,1763567354409,90334.5,0.00643489,90335.2,0.00040187,90335.4,0.001,90335.5,0.00079971,90335.7,0.00079979,90334.4,0.70224272,90333.1,0.25660589,90333.0,0.1126,90331.3,0.21069362,90330.2,0.00044286,90334.0,1e-05,1
1763567354.1348429,1763567354509,90334.5,0.00643489,90335.2,0.00040187,90335.4,0.001,90335.5,0.00079971,90335.7,0.00079979,90334.4,0.69684272,90334.0,0.11261,90333.1,0.25660589,90333.0,0.1126,90331.3,0.21069362,90334.0,1e-05,1
1763567354.2346292,1763567354609,90334.5,0.39608272,90335.2,0.00040187,90335.4,0.001,90335.5,0.00079971,90335.7,0.00079979,90334.4,0.14495,90334.0,1e-05,90331.6,0.0026903,90331.4,0.04056425,90331.3,0.11069362,90334.0,1e-05,1
1763567354.333986,1763567354709,90327.1,0.06743402,90327.2,0.098,90327.4,0.1833,90329.9,0.00886,90334.1,0.06455536,90327.0,0.0126,90326.9,0.00079985,90326.7,0.00079978,90326.5,0.00079969,90326.3,0.00079963,90327.1,0.00079988,-1
1763567354.433679,1763567354809,90327.2,0.2515845,90329.3,0.00703965,90329.5,0.00822351,90329.7,0.00825394,90331.7,0.04,90327.1,0.08867722,90327.0,0.0126,90326.9,0.00079985,90326.7,0.00079978,90326.5,0.00079969,90327.2,0.00276946,1
1763567354.535397,1763567354909,90323.8,0.1683,90325.0,0.0126,90325.6,0.00728,90327.5,0.00079971,90327.7,0.00079979,90323.7,0.19042502,90319.9,1e-05,90319.5,0.23677327,90319.3,0.00079991,90319.1,0.00079988,90319.5,0.01767074,-1
1763567354.6333902,1763567355009,90325.0,0.0162,90326.6,0.03780177,90327.0,0.0307727,90327.5,0.00079971,90327.7,0.00079979,90324.9,0.38791944,90324.6,1e-05,90323.7,0.1,90320.0,0.13037655,90319.9,0.13600467,90319.5,0.01767074,-1
1763567354.733075,1763567355109,90326.5,0.02190154,90326.6,0.00089617,90327.5,0.00079971,90327.7,0.00079979,90327.9,0.0007994,90326.4,0.04317,90324.9,0.40193124,90324.6,1e-05,90320.1,0.1,90320.0,0.1,90324.9,8.795e-05,-1
1763567354.832652,1763567355209,90326.5,0.1016,90326.6,0.00089617,90327.0,0.0126,90327.5,0.00079971,90327.7,0.00079979,90326.4,0.16898964,90324.6,1e-05,90324.0,0.0126,90320.3,0.05970299,90320.2,0.1,90324.9,8.795e-05,-1
1763567354.958583,1763567355309,90326.5,0.108711,90326.6,0.00089617,90327.0,0.0126,90327.5,0.00079971,90327.7,0.00079979,90326.4,0.15860389,90326.0,0.0126,90325.0,0.0126,90324.6,1e-05,90324.0,0.0126,90326.4,0.00152575,-1
1763567355.035554,1763567355409,90326.5,0.11134957,90326.6,0.00089617,90327.0,0.0126,90327.5,0.00079971,90327.7,0.00079979,90326.4,0.22890389,90326.0,0.0126,90325.0,0.0126,90324.6,1e-05,90324.0,0.0126,90326.4,0.00152575,-1
1763567355.134449,1763567355509,90326.5,0.11134957,90326.6,0.00089617,90327.0,0.0126,90327.5,0.00079971,90327.7,0.00079979,90326.4,0.14340845,90326.0,0.0126,90325.0,0.0126,90324.9,0.06119179,90324.6,1e-05,90326.4,0.00152575,-1
1763567355.234535,1763567355609,90326.5,0.01332009,90326.6,0.00089617,90327.0,0.0126,90327.5,0.00079971,90327.7,0.00079979,90326.4,0.14336549,90326.0,0.0126,90325.8,0.06119118,90325.0,0.0126,90324.6,1e-05,90326.4,0.00152575,-1
1763567355.335687,1763567355709,90327.9,0.0007994,90328.1,0.00079961,90328.3,0.00079957,90328.5,0.00079943,90328.7,0.00079952,90327.8,0.55261257,90327.7,0.24434945,90327.0,0.1126,90326.8,0.16119051,90326.5,0.1,90327.7,0.00079979,1
1763567355.432642,1763567355809,90330.1,0.00080016,90330.3,0.00080021,90330.5,0.00080021,90330.7,0.00080034,90330.9,0.0008004,90330.0,0.72854305,90329.3,1e-05,90329.0,0.12146,90328.5,0.20822411,90328.4,0.15018,90329.9,0.00080009,1
1763567355.5337799,1763567355909,90331.7,0.00440011,90331.9,0.00080023,90332.0,0.0126,90332.1,0.00080031,90332.3,0.00080034,90331.6,0.45723834,90331.5,0.1,90330.3,0.20051411,90330.0,0.1737884,90329.3,1e-05,90331.5,0.00080022,1
1763567355.636629,1763567356009,90331.7,0.00440011,90331.9,0.00080023,90332.0,0.0126,90332.1,0.00080031,90332.3,0.00080034,90331.6,0.41455834,90331.5,0.1,90330.3,0.20051411,90330.0,0.1737884,90329.3,1e-05,90331.5,0.00080022,1
1763567355.735884,1763567356109,90331.7,0.00080011,90331.9,0.00080023,90332.1,0.00080031,90332.3,0.00080034,90332.5,0.00080029,90331.6,0.55281525,90331.5,0.1,90330.4,0.03431089,90330.3,0.16224586,90330.0,0.1737884,90331.5,0.00080022,1
1763567355.832339,1763567356209,90331.7,0.00440011,90331.9,0.00080023,90332.1,0.00080031,90332.3,0.00080034,90332.5,0.00080029,90331.6,0.48492931,90331.5,0.1,90330.7,0.1871428,90330.6,0.1,90330.5,0.1,90331.5,0.00080022,1
1763567355.934499,1763567356309,90331.7,0.06323901,90331.9,0.00080023,90332.0,0.0126,90332.1,0.00080031,90332.3,0.00080034,90331.6,0.1911732,90331.0,0.0126,90330.7,0.1,90330.6,0.1,90330.5,0.1,90331.5,0.00080022,1
1763567356.0320482,1763567356409,90329.4,0.06078,90330.0,0.0126,90331.1,0.07293578,90331.6,0.16239394,90331.7,0.20853205,90329.3,1e-05,90329.0,0.1265,90328.0,0.0126,90327.8,0.001,90327.0,0.0126,90331.0,0.0126,-1
1763567356.138623,1763567356509,90327.9,0.42352062,90328.0,0.1126,90328.8,0.16520473,90328.9,0.2471952,90329.0,0.057,90327.8,0.00102443,90326.4,0.00102032,90325.0,0.0126,90324.6,0.00090618,90323.5,0.00080022,90329.0,2.443e-05,-1
1763567356.233412,1763567356609,90326.5,0.23560047,90327.0,0.0126,90327.4,0.02760177,90328.0,0.0126,90328.3,0.00819434,90326.4,0.04854866,90326.0,0.0126,90325.0,0.0126,90324.6,0.00090618,90324.0,0.0126,90326.4,0.00295093,-1
1763567356.3323038,1763567356709,90324.7,0.33873156,90325.0,0.0126,90326.4,0.13844295,90326.5,0.10561654,90326.8,0.00821811,90324.6,0.05065751,90323.5,0.00080022,90323.4,1.794e-05,90323.3,0.00080022,90323.1,0.00080057,90326.4,0.00295093,-1
1763567356.432312,1763567356809,90324.7,0.27322028,90325.0,0.0126,90326.3,0.00818912,90326.4,0.13844295,90326.5,0.1,90324.6,0.12095751,90324.0,0.0126,90323.5,0.00080022,90323.3,0.00080022,90323.1,0.00080057,90326.4,0.00295093,-1
1763567356.5330272,1763567356909,90324.7,0.14132343,90325.0,0.0126,90326.4,0.13844295,90327.0,0.0126,90327.4,0.12760177,90324.6,0.12095751,90324.0,0.0126,90323.5,0.00080022,90323.3,0.00080022,90323.1,0.00080057,90326.4,0.00295093,-1
1763567356.63235,1763567357009,90324.7,0.24136285,90325.0,0.0126,90327.0,0.0126,90327.4,0.00844606,90327.5,0.00221516,90324.6,0.05038375,90323.5,0.00080022,90323.3,0.00080022,90323.1,0.00080057,90322.9,0.0008004,90324.6,0.00027376,-1
1763567356.734828,1763567357109,90324.7,0.35798713,90324.8,0.12413197,90324.9,0.1,90325.0,0.1126,90325.5,0.12760235,90324.6,0.00173242,90323.5,0.00080022,90323.3,0.00080022,90323.1,0.00080057,90322.9,0.0008004,90324.6,0.00027376,-1
1763567356.8338602,1763567357209,90324.7,0.27915337,90324.8,0.25847553,90324.9,0.26286123,90325.0,0.19271845,90325.4,0.00044286,90324.6,0.00173242,90323.5,0.00080022,90323.3,0.00080022,90323.1,0.00080057,90322.9,0.0008004,90324.7,0.16606753,1
1763567356.932517,1763567357309,90324.7,0.4005686,90324.8,0.4490753,90324.9,0.70265776,90325.0,0.19271845,90325.4,0.00044286,90324.6,0.00173242,90323.5,0.00080022,90323.3,0.00080022,90323.1,0.00080057,90322.9,0.0008004,90324.7,0.16606753,1
1763567357.133086,1763567357509,90324.7,0.40610811,90324.8,0.4490753,90324.9,0.70265776,90325.0,0.19271845,90325.4,0.00044286,90324.6,0.00173242,90323.5,0.00080022,90323.3,0.00080022,90323.1,0.00080057,90322.9,0.0008004,90324.7,0.16606753,1
1763567357.233173,1763567357609,90324.7,0.41496711,90324.8,0.41473174,90324.9,0.70265776,90325.0,0.19271845,90325.4,0.00044286,90324.6,0.00173242,90323.5,0.00080022,90323.3,0.00080022,90323.1,0.00080057,90322.9,0.0008004,90324.7,0.16606753,1
1763567357.43488,1763567357809,90317.3,0.47253268,90317.9,0.03531427,90318.0,0.0126,90318.1,0.50828689,90318.4,7.795e-05,90317.2,0.00079975,90317.0,0.0008,90316.7,0.00080011,90316.5,0.00080029,90316.3,0.00080034,90317.4,0.00079969,-1
1763567357.5333362,1763567357909,90317.3,0.45538268,90317.9,0.03,90318.0,0.1026,90318.1,0.50362071,90318.5,0.16286123,90317.2,0.03506108,90317.0,0.0134,90316.7,0.00080011,90316.5,0.00080029,90316.3,0.00080034,90317.4,0.00079969,-1
1763567357.6333172,1763567358009,90317.3,0.44992098,90317.9,0.03,90318.0,0.1026,90318.1,0.41619793,90318.5,0.16286123,90317.2,0.03506108,90317.0,0.0008,90316.7,0.00080011,90316.5,0.00080029,90316.3,0.00080034,90317.4,0.00079969,-1
1763567357.7328598,1763567358109,90317.3,0.45822598,90317.8,0.09,90317.9,0.03,90318.0,0.1026,90318.1,0.33791057,90317.2,0.00079975,90317.0,0.0008,90316.7,0.00080011,90316.5,0.00080029,90316.3,0.00080034,90317.4,0.00079969,-1
1763567357.834367,1763567358209,90315.6,0.3718873,90315.7,0.16286123,90316.0,0.1026,90316.1,0.03,90316.2,0.63751753,90315.5,0.36980746,90315.3,0.00080022,90315.2,1e-05,90315.1,0.00080057,90314.9,0.0008004,90315.5,0.00555059,-1
1763567357.935859,1763567358309,90315.6,0.47063518,90315.7,0.26286123,90316.0,0.1026,90316.1,0.3831049,90316.2,0.09,90315.5,0.3634448,90315.3,0.00080022,90315.2,1e-05,90315.1,0.00080057,90314.9,0.0008004,90315.5,0.00013697,-1
1763567358.033448,1763567358409,90315.6,0.36074303,90315.7,0.26286123,90316.0,0.1026,90316.1,0.29403029,90316.2,0.09,90315.5,0.3634448,90315.3,0.00080022,90315.2,1e-05,90315.1,0.00080057,90314.9,0.0008004,90315.5,0.00013697,-1
1763567358.426222,1763567358709,90315.6,0.37015264,90315.7,0.26286123,90316.0,0.1026,90316.1,0.29403029,90316.2,0.09,90315.5,0.3634448,90315.3,0.00080022,90315.2,1e-05,90315.1,0.00080057,90314.9,0.0008004,90315.6,1.485e-05,1
